,State,Facility Name,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,StateLat,StateLon
3098,MI,FMC - THREE RIVERS,72,No Reduction,4/22/2003,44.9435598,-86.4158049
3099,MD,FORESTVILLE DIALYSIS,70,No Reduction,6/26/2015,38.8063524,-77.2684162
3100,MI,DAVITA - BAD AXE DIALYSIS,69,No Reduction,8/20/2014,44.9435598,-86.4158049
3101,MI,GREAT LAKES DIALYSIS LLC,57,0.50%,12/17/2003,44.9435598,-86.4158049
3102,IN,DAVITA-WHITEWATER VALLEY DIALYSIS,16,2.00%,4/4/2017,39.7662195,-86.441277
3103,IN,USRC MICHIGAN CITY DIALYSIS,83,No Reduction,9/2/2016,39.7662195,-86.441277
3104,MI,DAVITA - MOTOR CITY DIALYSIS,75,No Reduction,9/13/1994,44.9435598,-86.4158049
3105,MI,FMC - BATTLE CREEK NORTH,72,No Reduction,3/10/2005,44.9435598,-86.4158049
3106,MI,RIVERVIEW DIALYSIS OF DAVITA,61,No Reduction,1/24/2013,44.9435598,-86.4158049
3107,MA,SOUTH COUNTY DIALYSIS CENTER,75,No Reduction,9/3/2003,42.0629398,-71.718067
3108,KY,DAVITA - LEITCHFIELD DIALYSIS,95,No Reduction,5/25/2005,37.8222935,-85.7682399
3109,MI,DAVITA - NEWAYGO COUNTY,80,No Reduction,5/21/2003,44.9435598,-86.4158049
3110,MI,DAVITA - BAY CITY DIALYSIS,69,No Reduction,10/13/1993,44.9435598,-86.4158049
3111,LA,FMCNA - NORTH MONROE,51,0.50%,10/8/1999,30.9733766,-91.4299097
3112,MI,FMC - EAST ANN ARBOR HOME DIALYSIS,72,No Reduction,6/1/2016,44.9435598,-86.4158049
3113,MI,STATE FAIR DIALYSIS - DAVITA,37,1.50%,9/16/1999,44.9435598,-86.4158049
3114,LA,FMCNA - KENNER DIALYSIS,70,No Reduction,9/28/2007,30.9733766,-91.4299097
3115,MD,IDF - CALVERT CENTER,55,0.50%,10/1/1992,38.8063524,-77.2684162
3116,LA,FMCNA - SUNSET,85,No Reduction,12/5/2001,30.9733766,-91.4299097
3117,MI,OAKLAWN DIALYSIS CENTER OF ALBION LLC,97,No Reduction,10/5/2016,44.9435598,-86.4158049
3118,MN,MONTEVIDEO DIALYSIS OF DAVITA,96,No Reduction,3/30/1993,46.4418595,-93.3655146
3119,MD,HARFORD ROAD DIALYSIS CENTER,60,No Reduction,6/18/1999,38.8063524,-77.2684162
3120,MI,DAVITA - BELTLINE HOME TRAINING,91,No Reduction,8/26/2014,44.9435598,-86.4158049
3121,KY,FMC - WEST LOUISVILLE,70,No Reduction,5/30/1988,37.8222935,-85.7682399
3122,MA,UMASS MEMORIAL MEDICAL CENTER ESRD,No Score,No Reduction,3/3/2004,42.0629398,-71.718067
3123,MI,CLINTON TOWNSHIP DIALYSIS OF DAVITA,59,0.50%,6/13/2008,44.9435598,-86.4158049
3124,MA,NXSTAGE BOSTON NORTH LLC,98,No Reduction,6/7/2015,42.0629398,-71.718067
3125,MI,WESTLAND DIALYSIS OF DAVITA,65,No Reduction,11/9/2004,44.9435598,-86.4158049
3126,MD,ADVANCED DIALYSIS CENTER - ROCKVILLE,57,0.50%,10/7/2008,38.8063524,-77.2684162
3127,KS,HOME DIALYSIS SERVICES KANSAS CITY,No Score,No Reduction,4/18/2017,38.4987789,-98.3200779
3128,KY,FMC - SHEPHERDSVILLE,72,No Reduction,5/12/2010,37.8222935,-85.7682399
3129,LA,KENTWOOD HOME DIALYSIS LLC,No Score,No Reduction,9/14/2016,30.9733766,-91.4299097
3130,KY,FMC - MOREHEAD,68,No Reduction,4/7/1980,37.8222935,-85.7682399
3131,MN,MAYO DIALYSIS ROCHESTER - METHODIST HOSP,33,1.50%,9/1/1977,46.4418595,-93.3655146
3132,MA,SPRINGFIELD DIALYSIS CENTER,62,No Reduction,7/15/2003,42.0629398,-71.718067
3133,KY,DAVITA - LOUISA  DIALYSIS,57,0.50%,9/8/2006,37.8222935,-85.7682399
3134,LA,FMCNA - OAK GROVE,55,0.50%,6/10/1998,30.9733766,-91.4299097
3135,LA,FMCNA - WINNFIELD,71,No Reduction,9/20/1996,30.9733766,-91.4299097
3136,IA,MERCY MEDICAL CENTER DIALYSIS - MERCY PLAZA,64,No Reduction,12/18/2003,41.9383166,-93.389798
3137,LA,DAVITA - OAKWOOD DIALYSIS,60,No Reduction,10/25/2006,30.9733766,-91.4299097
3138,IA,IOWA FALLS MARY GREELEY DIALYSIS,86,No Reduction,6/1/2011,41.9383166,-93.389798
3139,MI,MICHIGAN DIALYSIS SERVICES OF ANN ARBOR,72,No Reduction,7/1/1999,44.9435598,-86.4158049
3140,LA,FMCNA - ALEXANDRIA,58,0.50%,8/31/1977,30.9733766,-91.4299097
3141,MA,FRESENIUS MEDICAL CARE FRAMINGHAM,66,No Reduction,5/27/1980,42.0629398,-71.718067
3142,MD,RENAL CARE OF SEAT PLEASANT LLC,61,No Reduction,4/7/2004,38.8063524,-77.2684162
3143,MN,FMS DIALYSIS - SHAKOPEE,71,No Reduction,5/22/1998,46.4418595,-93.3655146
3144,MD,FMC - NORTH SALISBURY,62,No Reduction,3/19/2010,38.8063524,-77.2684162
3145,MD,FOREST LANDING DIALYSIS,86,No Reduction,11/9/2011,38.8063524,-77.2684162
3146,MI,FMC DIALYSIS - FLINT,63,No Reduction,12/13/1991,44.9435598,-86.4158049
3147,MD,DAVITA - BELAIR,72,No Reduction,2/11/1999,38.8063524,-77.2684162
3148,IA,DIALYSIS CLINIC INC. - ONAWA,80,No Reduction,3/28/2002,41.9383166,-93.389798
3149,KY,DAVITA - SPRINGHURST DIALYSIS CENTER,86,No Reduction,12/5/2005,37.8222935,-85.7682399
3150,MI,FMC DIALYSIS - OWOSSO,70,No Reduction,2/14/1992,44.9435598,-86.4158049
3151,MI,CHIPPEWA DIALYSIS SERVICES,44,1.00%,11/24/1997,44.9435598,-86.4158049
3152,LA,FMCNA - WESTBANK,60,No Reduction,1/28/2005,30.9733766,-91.4299097
3153,LA,FKC - O'NEAL LANE,87,No Reduction,4/5/2006,30.9733766,-91.4299097
3154,KS,MAIZE DIALYSIS CENTER,69,No Reduction,1/8/2008,38.4987789,-98.3200779
3155,KS,RENAL CARE GROUP - CHANUTE,70,No Reduction,3/9/1989,38.4987789,-98.3200779
3156,LA,FMCNA - THIBODAUX,73,No Reduction,7/22/1992,30.9733766,-91.4299097
3157,KY,DAVITA - MADISONVILLE DIALYSIS CENTER,58,0.50%,9/20/1978,37.8222935,-85.7682399
3158,IA,SAINT ANTHONYS REGIONAL HOSPITAL,68,No Reduction,4/9/1993,41.9383166,-93.389798
3159,IN,FMC - GRIFFITH,81,No Reduction,8/26/2016,39.7662195,-86.441277
3160,LA,FMCNA - SOUTH SHREVEPORT,57,0.50%,1/19/2000,30.9733766,-91.4299097
3161,MD,FMC - FORT FOOTE,67,No Reduction,12/18/2002,38.8063524,-77.2684162
3162,MD,US RENAL CARE NEW CAROLLTON DIALYSIS,78,No Reduction,8/22/2014,38.8063524,-77.2684162
3163,MD,ODENTON DIALYSIS,76,No Reduction,8/15/2016,38.8063524,-77.2684162
3164,LA,DAVITA - SCOTLANDVILLE DIALYSIS,84,No Reduction,6/11/2015,30.9733766,-91.4299097
3165,IN,RANDOLPH DIALYSIS LLC,59,0.50%,11/2/2016,39.7662195,-86.441277
3166,KS,RENAL CARE GROUP- WICHITA EAST,83,No Reduction,5/27/2004,38.4987789,-98.3200779
3167,MI,FMC - GULL ROAD,89,No Reduction,8/11/2010,44.9435598,-86.4158049
3168,KS,OLATHE DIALYSIS,60,No Reduction,11/19/2002,38.4987789,-98.3200779
3169,MI,DAVITA - SOUTHGATE,59,0.50%,2/4/1994,44.9435598,-86.4158049
3170,KY,KENTUCKY CHILDRENS HOSPITAL,No Score,No Reduction,12/17/1999,37.8222935,-85.7682399
3171,LA,DAVITA - BROADMOOR DX,72,No Reduction,9/29/2008,30.9733766,-91.4299097
3172,MA,DCI BALL SQUARE,58,0.50%,1/26/1999,42.0629398,-71.718067
3173,KS,EMPORIA DIALYSIS,38,1.50%,10/31/2016,38.4987789,-98.3200779
3174,KY,DAVITA - KENTUCKY HOME TRAINING,92,No Reduction,4/17/2014,37.8222935,-85.7682399
3175,MI,FMC - CARO DIALYSIS,86,No Reduction,7/8/2010,44.9435598,-86.4158049
3176,MI,DAVITA - GREENVIEW,51,0.50%,9/26/2002,44.9435598,-86.4158049
3177,KS,DERBY DIALYSIS CENTER,83,No Reduction,8/27/1997,38.4987789,-98.3200779
3178,MA,FREEDOM CENTER OF WORCESTER,64,No Reduction,7/7/2016,42.0629398,-71.718067
3179,MI,RRC - LAPEER,68,No Reduction,6/7/2006,44.9435598,-86.4158049
3180,ME,ANDROSCOGGIN KIDNEY CENTER,78,No Reduction,9/23/1999,45.2185133,-69.0148656
3181,KY,DAVITA - RADCLIFF DIALYSIS,80,No Reduction,4/20/2011,37.8222935,-85.7682399
3182,MA,WOBURN DIALYSIS,73,No Reduction,5/4/1992,42.0629398,-71.718067
3183,MI,DAVITA - CHELSEA,77,No Reduction,12/11/2006,44.9435598,-86.4158049
3184,LA,FMCNA - UNION PARISH DX,55,0.50%,8/12/1999,30.9733766,-91.4299097
3185,ME,SUNRISE COUNTY DIALYSIS,77,No Reduction,8/26/2003,45.2185133,-69.0148656
3186,ME,LINCOLN LAKES REGION DIALYSIS,85,No Reduction,3/22/2013,45.2185133,-69.0148656
3187,MD,RAI - CHILLUM-HYATTSVILLE,60,No Reduction,11/13/2000,38.8063524,-77.2684162
3188,IA,WEST UNION DIALYSIS CENTER,87,No Reduction,6/30/2003,41.9383166,-93.389798
3189,IA,MAYO CLINIC HOSP-DYLS,68,No Reduction,2/13/1996,41.9383166,-93.389798
3190,LA,FKC - EAST HOUMA,59,0.50%,3/28/2011,30.9733766,-91.4299097
3191,MI,CORNERSTONE DIALYSIS OF DAVITA,62,No Reduction,12/21/1988,44.9435598,-86.4158049
3192,MD,FMC - SALISBURY,67,No Reduction,12/19/2002,38.8063524,-77.2684162
3193,KY,FMC - NALCO HOME PROGRAM,53,0.50%,8/24/2004,37.8222935,-85.7682399
3194,MI,DAVITA - LANSING HOME HHD/PD,32,1.50%,6/12/2008,44.9435598,-86.4158049
3195,MA,EAST SPRINGFIELD DIALYSIS (BMA OF MASSACHUSETTS),85,No Reduction,6/7/1996,42.0629398,-71.718067
3196,LA,FMCNA - FOSTER DR DIALYSIS SVCS,55,0.50%,8/1/1989,30.9733766,-91.4299097
3197,IN,DAVITA - CHESTERTON,90,No Reduction,10/3/2008,39.7662195,-86.441277
3198,MI,FMC - MANISTEE,77,No Reduction,1/29/2001,44.9435598,-86.4158049
3199,KS,FMC - WICHITA,86,No Reduction,8/24/1985,38.4987789,-98.3200779
3200,LA,DCI - KIDNEY CARE OF ACADIANA-LAFAYETTE,52,0.50%,3/8/2002,30.9733766,-91.4299097
3201,KY,DAVITA - SHEPERDSVILLE DIALYSIS,60,No Reduction,8/29/2009,37.8222935,-85.7682399
3202,MI,MACOMB KIDNEY CENTER OF DAVITA,45,1.00%,10/3/1994,44.9435598,-86.4158049
3203,LA,DAVITA - YOUNGSVILLE DIALYSIS,56,0.50%,7/6/2015,30.9733766,-91.4299097
3204,MD,DAVITA - OWINGS MILLS,47,1.00%,8/13/1997,38.8063524,-77.2684162
3205,MI,BEAUMONT HOSPITAL - ROCHESTER HILLS,75,No Reduction,10/30/1995,44.9435598,-86.4158049
3206,MD,DEERS HEAD CENTER,74,No Reduction,9/1/1977,38.8063524,-77.2684162
3207,MI,RRC - LAPEER HOME CHOICE DIALYSIS,27,2.00%,8/4/2014,44.9435598,-86.4158049
3208,MD,KIDNEY CARE OF LAUREL,52,0.50%,9/1/1990,38.8063524,-77.2684162
3209,IA,GREEN COUNTRY DIALYSIS,77,No Reduction,9/24/2012,41.9383166,-93.389798
3210,IN,DAVITA - CARMEL HEALTH AND LIVING,48,1.00%,12/9/2011,39.7662195,-86.441277
3211,MI,FLINT DIALYSIS OF DAVITA,58,0.50%,9/1/1977,44.9435598,-86.4158049
3212,KY,FMC-  LEXINGTON SOUTH DIALYSIS,72,No Reduction,6/14/2002,37.8222935,-85.7682399
3213,MD,FRESENIUS KIDNEY CARE MERRITT BLVD OF DUNDALK,68,No Reduction,8/23/2016,38.8063524,-77.2684162
3214,MD,DOWNTOWN DIALYSIS CENTER,60,No Reduction,10/1/1986,38.8063524,-77.2684162
3215,KY,FMC - DANVILLE,73,No Reduction,2/26/2002,37.8222935,-85.7682399
3216,MN,RIVERSIDE DIALYSIS OF DAVITA,67,No Reduction,8/1/1997,46.4418595,-93.3655146
3217,LA,METAIRIE KIDNEY CTR,90,No Reduction,6/21/2006,30.9733766,-91.4299097
3218,MN,MINNETONKA DIALYSIS OF DAVITA,87,No Reduction,9/18/1995,46.4418595,-93.3655146
3219,IA,MILTON & ETHEL WARNER DIALYSIS UNIT - SPENCER,81,No Reduction,9/13/1994,41.9383166,-93.389798
3220,LA,DAVITA - ALGIERS DIALYSIS,81,No Reduction,6/11/2015,30.9733766,-91.4299097
3221,LA,DAVITA - RIVER PARISHES DIALYSIS,57,0.50%,5/12/2006,30.9733766,-91.4299097
3222,KS,WICHITA DIALYSIS CENTER,72,No Reduction,8/30/1986,38.4987789,-98.3200779
3223,KS,NEWTON DIALYSIS CENTER,85,No Reduction,4/17/1997,38.4987789,-98.3200779
3224,MD,US RENAL CARE FORT WASHINGTON DIALYSIS,79,No Reduction,9/12/2016,38.8063524,-77.2684162
3225,LA,DCI - EAST SHREVEPORT,64,No Reduction,1/23/2002,30.9733766,-91.4299097
3226,LA,FMCNA - QUALITY CARE DIALYSIS-HAMMOND,63,No Reduction,12/27/1990,30.9733766,-91.4299097
3227,MI,DAVITA - NORTON SHORES DIALYSIS,89,No Reduction,1/13/2014,44.9435598,-86.4158049
3228,MA,DIALYSIS CENTER OF ATTLEBORO LLC,59,0.50%,10/21/2014,42.0629398,-71.718067
3229,MI,DAVITA - GREENVILLE DIALYSIS,85,No Reduction,8/18/1995,44.9435598,-86.4158049
3230,KS,NE WICHITA DIALYSIS CENTER,66,No Reduction,1/23/2003,38.4987789,-98.3200779
3231,LA,FMCNA - BAKER,72,No Reduction,8/20/1986,30.9733766,-91.4299097
3232,LA,FMCNA - BUNKIE,73,No Reduction,1/4/1989,30.9733766,-91.4299097
3233,MI,DAVITA - RIVERBEND DIALYSIS,76,No Reduction,4/8/2015,44.9435598,-86.4158049
3234,IA,MERCY DIALYSIS - VINTON,100,No Reduction,9/9/2009,41.9383166,-93.389798
3235,IN,FMC - DYER,71,No Reduction,12/11/2008,39.7662195,-86.441277
3236,LA,FMCNA - SOUTH MONROE,49,1.00%,4/18/2013,30.9733766,-91.4299097
3237,LA,FMCNA - ASCENSION,61,No Reduction,3/1/2001,30.9733766,-91.4299097
3238,LA,NEW ORLEANS KIDNEY CTR,69,No Reduction,7/2/2007,30.9733766,-91.4299097
3239,KS,DIALYSIS SPECIALISTS OF TOPEKA INC.,63,No Reduction,10/9/1996,38.4987789,-98.3200779
3240,KY,SAGUARO DIALYSIS LLC,26,2.00%,2/2/2017,37.8222935,-85.7682399
3241,IN,FMC - LIBERTY DIALYSIS - HAMMOND,72,No Reduction,5/27/2008,39.7662195,-86.441277
3242,MI,DAVITA - MT PLEASANT DIALYSIS,80,No Reduction,7/3/2002,44.9435598,-86.4158049
3243,KS,FMC - SALINA,69,No Reduction,1/28/1982,38.4987789,-98.3200779
3244,KY,FMC - DIALYSIS SERVICES OF OLDHAM COUNTY,76,No Reduction,8/24/2005,37.8222935,-85.7682399
3245,KY,DAVITA - EASTERN KENTUCKY DIALYSIS,77,No Reduction,6/9/1997,37.8222935,-85.7682399
3246,KY,FMC -  DIALYSIS OF MAYFIELD,56,0.50%,5/23/1996,37.8222935,-85.7682399
3247,LA,FMCNA - OPELOUSAS,50,0.50%,9/2/1981,30.9733766,-91.4299097
3248,MD,DAVITA - LAKESIDE,64,No Reduction,12/13/1995,38.8063524,-77.2684162
3249,KY,UNIVERSITY KIDNEY CENTER HIKES LANE LLC,79,No Reduction,1/3/2014,37.8222935,-85.7682399
3250,MA,HAWTHORN KIDNEY CENTER,61,No Reduction,12/6/2010,42.0629398,-71.718067
3251,MA,NXSTAGE KIDNEY CARE BOSTON SOUTH LLC,45,1.00%,4/23/2015,42.0629398,-71.718067
3252,MI,DAVISON DIALYSIS OF DAVITA,55,0.50%,3/26/2003,44.9435598,-86.4158049
3253,MD,COLDSPRINGS DIALYSIS LLC,56,0.50%,6/22/2012,38.8063524,-77.2684162
3254,MI,DAVITA - LUDINGTON,73,No Reduction,12/1/1998,44.9435598,-86.4158049
3255,MD,LARGO TOWN CENTER DIALYSIS,69,No Reduction,9/14/2016,38.8063524,-77.2684162
3256,KY,BIO-MEDICAL APPLICATION OF KENTUCKY INC.,71,No Reduction,12/8/2016,37.8222935,-85.7682399
3257,LA,DCI - KIDNEY CARE OF ACADIANA-NEW IBERIA,58,0.50%,8/3/2000,30.9733766,-91.4299097
3258,MI,DAVITA - BALLENGER POINTE,65,No Reduction,5/23/2005,44.9435598,-86.4158049
3259,MI,FMC - CHARLOTTE,81,No Reduction,6/30/2005,44.9435598,-86.4158049
3260,LA,FMCNA - RUSTON,67,No Reduction,4/23/2007,30.9733766,-91.4299097
3261,MA,DIALYSIS CLINIC INC. (DCI BOSTON),85,No Reduction,9/29/1986,42.0629398,-71.718067
3262,MD,DAVITA - EASTON,72,No Reduction,1/1/1981,38.8063524,-77.2684162
3263,KY,DAVITA - COLD SPRING DIALYSIS,80,No Reduction,5/2/2007,37.8222935,-85.7682399
3264,IA,RENAL CENTER OF STORM LAKE LLC,86,No Reduction,5/27/1999,41.9383166,-93.389798
3265,MD,FMC - SILVER SPRING,69,No Reduction,7/15/2009,38.8063524,-77.2684162
3266,KY,FMC - NA HARLAN,83,No Reduction,6/30/2003,37.8222935,-85.7682399
3267,MI,FMC WEST NORTON - MUSKEGON,88,No Reduction,12/6/2000,44.9435598,-86.4158049
3268,MA,PHYSICIANS DIALYSIS INC. - FITCHBURG,65,No Reduction,10/2/1996,42.0629398,-71.718067
3269,LA,BIENVILLE DIALYSIS CTR NORTH,68,No Reduction,11/15/1984,30.9733766,-91.4299097
3270,MI,CLARKSTON DIALYSIS OF DAVITA,73,No Reduction,5/17/1999,44.9435598,-86.4158049
3271,MD,BMA - ROCKVILLE,84,No Reduction,4/15/1998,38.8063524,-77.2684162
3272,IN,MERRILLVILLE NORTH DIALYSIS CENTER,57,0.50%,9/2/2016,39.7662195,-86.441277
3273,MI,NEW CENTER DIALYSIS OF DAVITA,48,1.00%,5/13/1993,44.9435598,-86.4158049
3274,LA,FMCNA - MARRERO,58,0.50%,1/6/1982,30.9733766,-91.4299097
3275,KY,FRESENIUS MEDICAL CARE NAK FRANKFORT LLC,71,No Reduction,8/20/2007,37.8222935,-85.7682399
3276,LA,FMCNA - LEESVILLE DIALYSIS,82,No Reduction,1/23/2004,30.9733766,-91.4299097
3277,IN,ISD RENAL INC,No Score,No Reduction,6/20/2017,39.7662195,-86.441277
3278,LA,FMCNA - DELHI DIALYSIS CTR,68,No Reduction,11/16/1990,30.9733766,-91.4299097
3279,MD,NX STAGE KIDNEY CARE BALTIMORE NORTH LLC,67,No Reduction,3/9/2016,38.8063524,-77.2684162
3280,KS,WYANDOTTE COUNTY DIALYSIS L L C,55,0.50%,7/13/1995,38.4987789,-98.3200779
3281,MI,FMC ROCKFORD PARK - ROCKFORD,72,No Reduction,8/21/2002,44.9435598,-86.4158049
3282,MI,FMC DIALYSIS - WEST ANN ARBOR,82,No Reduction,12/10/1999,44.9435598,-86.4158049
3283,MA,WEYMOUTH DIALYSIS,63,No Reduction,8/13/1991,42.0629398,-71.718067
3284,MI,NOVI DIALYSIS CENTER OF DAVITA,67,No Reduction,4/3/1996,44.9435598,-86.4158049
3285,MI,TOWN CENTER DIALYSIS - DAVITA,56,0.50%,3/12/2012,44.9435598,-86.4158049
3286,LA,FMCNA - SOUTHWEST SHREVEPORT,59,0.50%,1/24/1994,30.9733766,-91.4299097
3287,IN,DAVITA - IRISH DIALYSIS,59,0.50%,7/14/2015,39.7662195,-86.441277
3288,MI,DAVITA - MT MORRIS,73,No Reduction,8/9/2011,44.9435598,-86.4158049
3289,LA,CHILDRENS HOSPITAL-DIALYSIS,69,No Reduction,7/13/2005,30.9733766,-91.4299097
3290,KY,AMERICAN HOME DIALYSIS,50,0.50%,5/10/2011,37.8222935,-85.7682399
3291,LA,FMCNA - WESTPORT,96,No Reduction,10/8/1991,30.9733766,-91.4299097
3292,LA,FKC - KENNER HOME THERAPIES,No Score,No Reduction,2/3/2015,30.9733766,-91.4299097
3293,MD,DAVITA - BERLIN DIALYSIS,67,No Reduction,10/1/1985,38.8063524,-77.2684162
3294,MD,NORTHWEST DIALYSIS CENTER,53,0.50%,7/21/2008,38.8063524,-77.2684162
3295,LA,FMCNA - NEW ROADS,92,No Reduction,9/12/1996,30.9733766,-91.4299097
3296,MI,NW DETROIT DIALYSIS - LAHSER SATELLITE,59,0.50%,9/26/2003,44.9435598,-86.4158049
3297,LA,DAVITA - METAIRIE,86,No Reduction,1/4/2006,30.9733766,-91.4299097
3298,MI,DAVITA - WALKER DIALYSIS,54,0.50%,12/18/2013,44.9435598,-86.4158049
3299,MD,BALTIMORE COUNTY DIALYSIS FACILITY,57,0.50%,5/1/1992,38.8063524,-77.2684162
3300,MD,RENAL CARE OF LANHAM,52,0.50%,9/1/1993,38.8063524,-77.2684162
3301,MD,ELLICOTT CITY DIALYSIS CENTER LLC,83,No Reduction,5/25/1995,38.8063524,-77.2684162
3302,MI,FMC DIALYSIS - PORT HURON,55,0.50%,11/26/1985,44.9435598,-86.4158049
3303,MD,US RENAL CARE - NORTH BALTIMORE,66,No Reduction,8/15/1997,38.8063524,-77.2684162
3304,NY,MAIN STREET DIALYSIS CENTER LLC,No Score,No Reduction,4/28/2017,40.7056258,-73.97968
3305,MN,FRESENIUS MEDICAL CARE OF HIBBING,70,No Reduction,1/1/2005,46.4418595,-93.3655146
3306,NH,FRESENIUS MEDICAL CARE SOUTHERN NH DIALYSIS CENTER,62,No Reduction,5/6/2013,44.0012306,-71.5799231
3307,NJ,MONROE TOWNSHIP DIALYSIS,74,No Reduction,2/16/2016,40.1430058,-74.7311156
3308,NY,FRESENIUS KIDNEY CARE - NIAGARA,77,No Reduction,10/12/1993,40.7056258,-73.97968
3309,NY,QUEENS-LONG ISLAND RENAL INSTITUTE,68,No Reduction,6/2/2010,40.7056258,-73.97968
3310,NY,FAXTON-ST. LUKES HEALTHCARE,53,0.50%,4/11/1985,40.7056258,-73.97968
3311,NY,BASSETT HEALTHCARE LITTLE FALLS DIALYSIS,54,0.50%,10/15/2010,40.7056258,-73.97968
3312,NV,292504 NORTH LAS VEGAS DIALYSIS CENTER (DVA),58,0.50%,7/23/1992,38.502032,-117.0230604
3313,MS,ISD RENAL INC,68,No Reduction,7/12/2000,32.5851062,-89.8772196
3314,MO,MAPLE VALLEY DIALYSIS,77,No Reduction,7/7/2010,38.3046615,-92.437099
3315,NJ,FRESENIUS MEDICAL CARE SWEDESBORO,84,No Reduction,8/1/2014,40.1430058,-74.7311156
3316,NY,HUNTINGTON ARTIFICIAL KIDNEY CENTER,55,0.50%,2/28/1983,40.7056258,-73.97968
3317,NE,FMC - NEBRASKA HOME DIALYSIS,56,0.50%,1/10/2014,41.5008195,-99.680902
3318,NY,MOHAWK VALLEY DIALYSIS CENTER INC.,44,1.00%,9/19/2012,40.7056258,-73.97968
3319,MN,DAVITA - RICHFIELD,63,No Reduction,12/16/2005,46.4418595,-93.3655146
3320,NY,ROCHESTER GENERAL HOSPITAL DIALYSIS CENTER,54,0.50%,1/1/2009,40.7056258,-73.97968
3321,NY,NEW YORK DIALYSIS SERVICES INC,No Score,No Reduction,7/14/2017,40.7056258,-73.97968
3322,MO,DIALYSIS CLINICS INC - WEST PLAINS,73,No Reduction,1/8/1988,38.3046615,-92.437099
3323,NJ,FMC EDISON,53,0.50%,7/29/2011,40.1430058,-74.7311156
3324,NV,292549 NORTHEAST LAS VEGAS (FMC),70,No Reduction,4/11/2013,38.502032,-117.0230604
3325,NE,DIALYSIS CLINIC INC,72,No Reduction,7/16/2004,41.5008195,-99.680902
3326,NV,292521 SOUTHERN HILLS DIALYSIS CENTER (DVA),76,No Reduction,6/21/2004,38.502032,-117.0230604
3327,MN,FRESENIUS MEDICAL CARE - TWO RIVERS DIALYSIS,98,No Reduction,8/6/2014,46.4418595,-93.3655146
3328,MO,BOWLES AVENUE DIALYSIS,73,No Reduction,2/29/2012,38.3046615,-92.437099
3329,NM,322543 CUBA DIALYSIS (DCI),94,No Reduction,5/30/2014,34.1662325,-106.0260685
3330,MO,NORTH COUNTY KIDNEY CARE DIALYSIS,70,No Reduction,4/27/2015,38.3046615,-92.437099
3331,NJ,FRESENIUS MEDICAL CARE DEPTFORD LLC,79,No Reduction,8/15/2014,40.1430058,-74.7311156
3332,NM,322518 LAS VEGAS NM DIALYSIS (FMC),88,No Reduction,8/5/1996,34.1662325,-106.0260685
3333,MO,DIALYSIS CLINICS INC - SEDALIA,89,No Reduction,6/22/1987,38.3046615,-92.437099
3334,NY,SOUTH BRONX DIALYSIS CENTER,46,1.00%,2/13/1981,40.7056258,-73.97968
3335,NJ,RCG CAPE MAY DC,80,No Reduction,10/15/2004,40.1430058,-74.7311156
3336,NY,CLEVE HILL DIALYSIS CENTER,57,0.50%,8/1/2005,40.7056258,-73.97968
3337,MO,DIALYSIS CLINICS INC - WARRENSBURG,79,No Reduction,6/29/2007,38.3046615,-92.437099
3338,NH,FRESENIUS MEDICAL CARE OF MOUNT WASHINGTON VALLEY,83,No Reduction,9/21/2012,44.0012306,-71.5799231
3339,MO,HOME DIALYSIS SOUTH,58,0.50%,1/4/2017,38.3046615,-92.437099
3340,NE,SORENSEN PARK DIALYSIS,85,No Reduction,7/4/2000,41.5008195,-99.680902
3341,NY,NEW YORK & PRESBYTERIAN HOSPITALS INC.,16,2.00%,9/28/1980,40.7056258,-73.97968
3342,NJ,DVA SUMMIT DIALYSIS CTR,62,No Reduction,1/1/2000,40.1430058,-74.7311156
3343,NY,FMS-ST. ALBAN'S DIALYSIS CENTER,66,No Reduction,6/11/1999,40.7056258,-73.97968
3344,NJ,FMC POMONA,69,No Reduction,11/14/2011,40.1430058,-74.7311156
3345,NY,SOUNDVIEW DIALYSIS CENTER,74,No Reduction,3/3/1999,40.7056258,-73.97968
3346,NJ,US RENAL CARE VINELAND DIALYSIS,65,No Reduction,2/25/2000,40.1430058,-74.7311156
3347,NE,DIALYSIS CENTER OF LINCOLN,56,0.50%,9/12/1987,41.5008195,-99.680902
3348,NM,322528 LAS CRUCES SOUTH DIALYSIS (FMC),72,No Reduction,2/22/2006,34.1662325,-106.0260685
3349,NY,UNIV. DIALYSIS CTR @ OSWEGO,59,0.50%,3/19/1998,40.7056258,-73.97968
3350,NY,KNICKERBOCKER DIALYSIS,No Score,No Reduction,10/12/2017,40.7056258,-73.97968
3351,NY,DIALYSIS CLINIC INC.,60,No Reduction,11/30/2011,40.7056258,-73.97968
3352,MN,MAPLE GROVE DIALYSIS OF DAVITA,88,No Reduction,7/3/2008,46.4418595,-93.3655146
3353,MT,DCI  BIG SKY,72,No Reduction,11/29/1995,46.6797995,-110.044783
3354,MT,DCI KALISPELL,84,No Reduction,12/1/1999,46.6797995,-110.044783
3355,NJ,DAVITA DURHAM CORNERS,70,No Reduction,8/4/2011,40.1430058,-74.7311156
3356,NE,DODGE COUNTY DIALYSIS,65,No Reduction,3/3/1999,41.5008195,-99.680902
