,Facility Name,CMS Certification Number (CCN),City,state,State Abbr,Zip Code,Lat,Long,VAT Catheter Measure Score,National Average VAT Catheter Measure Score,VAT Fistula Measure Score,National Average Fistula Measure Score,Vascular Access Combined Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Measure Score,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,National Average Hypercalcemia Measure Score,NHSN Influenza Measure Score,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score,National Average NHSN BSI Measure Score,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,National Average ICH CAHPS Measure Score,Mineral Metabolism Measure Score,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,National Average Anemia Management Measure Score,Standardized Readmission Ratio (SRR) Measure Score,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,National Average STrR Measure Score,Clinical Depression Screening and Follow-up Measure Score,National Average Clinical Depression Screening and Follow-up Measure Score,Pain Assessment and Follow-up Measure Score,National Average Pain Assessment and Follow-up Measure Score,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,FacilityAge
1444,FMC NORTH GULFPORT,252563,GULFPORT,Mississippi,MS,39501,30.38,-89.06,0,5,5,5,2,5,9,8,9,8,10,9,2,6,5,7,2,5,10,9,10,10,6,5,5,5,10,10,10,10,54,0.50%,10/11/2000,6655 days 00:00:00.000000000
1445,RCG NATCHEZ,252515,NATCHEZ,Mississippi,MS,39120,31.54,-91.38,8,5,1,5,5,5,9,8,7,8,10,9,5,6,7,7,1,5,10,9,10,10,9,5,6,5,10,10,10,10,63,No Reduction,11/29/1982,13181 days 00:00:00.000000000
1446,FMC JACKSON,252505,JACKSON,Mississippi,MS,39216,32.32,-90.2,10,5,6,5,8,5,10,8,9,8,10,9,4,6,6,7,8,5,10,9,10,10,5,5,9,5,10,10,10,10,80,No Reduction,12/7/1977,14999 days 00:00:00.000000000
1447,WAYNESBORO DIALYSIS,252534,WAYNESBORO,Mississippi,MS,39367,31.67,-88.64,9,5,6,5,8,5,10,8,10,8,10,9,0,6,4,7,7,5,10,9,10,10,0,5,3,5,10,10,10,10,64,No Reduction,7/22/1992,9658 days 00:00:00.000000000
1448,ISD RENAL INC,252533,JACKSON,Mississippi,MS,39204,32.32,-90.2,5,5,2,5,4,5,5,8,4,8,10,9,4,6,6,7,2,5,10,9,10,10,4,5,5,5,10,10,10,10,47,1.00%,6/18/1992,9692 days 00:00:00.000000000
1449,FMC SOUTHWEST JACKSON,252524,JACKSON,Mississippi,MS,39204,32.32,-90.2,6,5,1,5,4,5,9,8,10,8,10,9,6,6,8,7,4,5,10,9,10,10,1,5,2,5,10,10,10,10,57,0.50%,2/24/1988,11268 days 00:00:00.000000000
1450,ISD RENAL INC,252535,JACKSON,Mississippi,MS,39204,32.32,-90.2,5,5,0,5,3,5,8,8,7,8,10,9,1,6,5,7,4,5,10,9,10,10,3,5,7,5,10,10,10,10,55,0.50%,8/31/1992,9618 days 00:00:00.000000000
1451,RCG MCCOMB,252525,MCCOMB,Mississippi,MS,39648,31.24,-90.46,7,5,4,5,6,5,7,8,8,8,10,9,0,6,4,7,4,5,9,9,10,10,3,5,5,5,10,10,10,10,55,0.50%,4/10/1989,10857 days 00:00:00.000000000
1452,SINGING RIVER DIALYSIS,252516,PASCAGOULA,Mississippi,MS,39567,30.36,-88.54,6,5,7,5,6,5,6,8,6,8,10,9,4,6,6,7,2,5,7,9,10,10,4,5,0,5,10,10,10,10,48,1.00%,11/1/1982,13209 days 00:00:00.000000000
1453,RCG TUPELO,252513,TUPELO,Mississippi,MS,38801,34.26,-88.73,8,5,10,5,9,5,9,8,9,8,10,9,9,6,9,7,1,5,10,9,10,10,3,5,3,5,10,10,10,10,63,No Reduction,1/1/1983,13148 days 00:00:00.000000000
1454,RCG STARKVILLE,252538,STARKVILLE,Mississippi,MS,39759,33.45,-88.82,4,5,6,5,5,5,10,8,10,8,10,9,5,6,7,7,3,5,8,9,10,10,5,5,7,5,10,10,10,10,66,No Reduction,7/16/1993,9299 days 00:00:00.000000000
1455,RCG MERIDIAN,252504,MERIDIAN,Mississippi,MS,39301,32.38,-88.71,1,5,2,5,1,5,9,8,9,8,10,9,6,6,8,7,4,5,10,9,10,10,5,5,2,5,10,10,10,10,57,0.50%,9/1/1976,15461 days 00:00:00.000000000
1456,COLUMBIA DIALYSIS,252523,COLUMBIA,Mississippi,MS,39429,31.25,-89.82,6,5,7,5,7,5,10,8,10,8,10,9,0,6,4,7,0,5,8,9,10,10,1,5,9,5,10,10,10,10,55,0.50%,1/6/1988,11317 days 00:00:00.000000000
1457,RCG COLUMBUS (GOLDEN TRIANGLE),252508,COLUMBUS,Mississippi,MS,39705,33.5,-88.4,0,5,0,5,0,5,10,8,10,8,10,9,1,6,5,7,6,5,10,9,10,10,6,5,9,5,10,10,10,10,65,No Reduction,6/25/1979,14434 days 00:00:00.000000000
1458,RCG GREENVILLE,252503,GREENVILLE,Mississippi,MS,38703,33.38,-91.05,5,5,8,5,6,5,7,8,8,8,10,9,10,6,10,7,4,5,10,9,10,10,2,5,0,5,10,10,10,10,59,0.50%,12/8/1975,15729 days 00:00:00.000000000
1459,RCG OXFORD  (YOKNA RIVER),252511,OXFORD,Mississippi,MS,38655,34.35,-89.52,5,5,10,5,7,5,6,8,8,8,10,9,6,6,8,7,1,5,10,9,10,10,7,5,5,5,10,10,10,10,60,No Reduction,3/1/1982,13454 days 00:00:00.000000000
1460,RCG CLARKSDALE,252507,CLARKSDALE,Mississippi,MS,38614,34.2,-90.57,5,5,10,5,7,5,7,8,7,8,10,9,5,6,7,7,4,5,10,9,10,10,5,5,4,5,10,10,10,10,62,No Reduction,5/1/1979,14489 days 00:00:00.000000000
1461,FMC CANTON,252522,CANTON,Mississippi,MS,39046,32.61,-90.03,6,5,1,5,4,5,9,8,9,8,10,9,6,6,8,7,7,5,10,9,10,10,2,5,0,5,10,10,10,10,62,No Reduction,3/23/1987,11606 days 00:00:00.000000000
1462,ISD RENAL INC,252521,CANTON,Mississippi,MS,39046,32.61,-90.03,7,5,3,5,5,5,8,8,6,8,10,9,3,6,6,7,3,5,10,9,10,10,5,5,5,5,10,10,10,10,57,0.50%,1/23/1987,11665 days 00:00:00.000000000
1463,ISD RENAL INC,252539,LEXINGTON,Mississippi,MS,39095,33.11,-90.04,9,5,5,5,7,5,10,8,6,8,10,9,6,6,8,7,6,5,10,9,10,10,7,5,5,5,10,10,10,10,74,No Reduction,9/17/1993,9236 days 00:00:00.000000000
1464,FMC FOREST,252537,FOREST,Mississippi,MS,39074,32.35,-89.47,10,5,9,5,10,5,10,8,9,8,10,9,6,6,8,7,10,5,9,9,10,10,8,5,8,5,10,10,10,10,92,No Reduction,1/11/1993,9485 days 00:00:00.000000000
1465,BAY SPRINGS DIALYSIS,252554,BAY SPRINGS,Mississippi,MS,39422,31.98,-89.28,7,5,2,5,5,5,10,8,10,8,10,9,3,6,6,7,2,5,10,9,10,10,0,5,0,5,10,10,10,10,50,0.50%,8/5/1998,7453 days 00:00:00.000000000
1466,FMC RANKIN COUNTY,252568,BRANDON,Mississippi,MS,39042,32.28,-90,3,5,3,5,3,5,10,8,10,8,10,9,8,6,9,7,6,5,10,9,10,10,5,5,10,5,10,10,10,10,75,No Reduction,3/14/2003,5771 days 00:00:00.000000000
1467,ISD BRANDON LLC,252549,BRANDON,Mississippi,MS,39042,32.28,-90,4,5,1,5,2,5,6,8,6,8,10,9,7,6,8,7,6,5,9,9,10,10,6,5,9,5,10,10,10,10,64,No Reduction,4/29/1996,8281 days 00:00:00.000000000
1468,RCG LOUISVILLE,252566,LOUISVILLE,Mississippi,MS,39339,33.12,-89.05,5,5,5,5,5,5,10,8,10,8,10,9,6,6,8,7,5,5,10,9,10,10,8,5,7,5,10,10,10,10,75,No Reduction,10/31/2001,6270 days 00:00:00.000000000
1469,RCG GRENADA,252527,GRENADA,Mississippi,MS,38901,33.77,-89.81,5,5,9,5,7,5,9,8,10,8,10,9,8,6,9,7,7,5,10,9,10,10,4,5,4,5,10,10,10,10,74,No Reduction,6/8/1990,10433 days 00:00:00.000000000
1470,FMC MAGEE,252529,MAGEE,Mississippi,MS,39111,31.87,-89.73,10,5,7,5,9,5,10,8,10,8,10,9,6,6,8,7,7,5,10,9,10,10,4,5,10,5,10,10,10,10,83,No Reduction,8/20/1991,9995 days 00:00:00.000000000
1471,RCG CORINTH,252518,CORINTH,Mississippi,MS,38834,34.93,-88.51,7,5,10,5,8,5,8,8,10,8,10,9,7,6,8,7,1,5,10,9,10,10,2,5,3,5,10,10,10,10,58,0.50%,2/2/1983,13116 days 00:00:00.000000000
1472,RCG ABERDEEN  (BLUE BLUFF),252530,ABERDEEN,Mississippi,MS,39730,33.82,-88.55,8,5,10,5,9,5,10,8,10,8,10,9,8,6,9,7,2,5,10,9,10,10,6,5,5,5,10,10,10,10,72,No Reduction,5/24/1991,10083 days 00:00:00.000000000
1473,RENAL CARE GROUP TUPELO LLC,252581,NEW ALBANY,Mississippi,MS,38652,34.49,-89.02,7,5,10,5,8,5,10,8,10,8,10,9,3,6,6,7,5,5,10,9,10,10,6,5,8,5,10,10,10,10,75,No Reduction,10/21/2015,1167 days 00:00:00.000000000
1474,RCG VICKSBURG,252509,VICKSBURG,Mississippi,MS,39180,32.32,-90.87,5,5,2,5,4,5,8,8,9,8,10,9,2,6,5,7,3,5,9,9,10,10,0,5,4,5,10,10,10,10,49,1.00%,10/27/1980,13944 days 00:00:00.000000000
1475,RCG SARDIS,252557,SARDIS,Mississippi,MS,38666,34.43,-89.91,5,5,8,5,6,5,10,8,9,8,10,9,2,6,5,7,3,5,10,9,10,10,3,5,5,5,10,10,10,10,60,No Reduction,7/1/1999,7123 days 00:00:00.000000000
1476,OCEAN SPRINGS DIALYSIS,252519,OCEAN SPRINGS,Mississippi,MS,39564,30.4,-88.8,3,5,7,5,5,5,9,8,1,8,10,9,4,6,6,7,6,5,8,9,10,10,10,5,4,5,10,10,10,10,66,No Reduction,11/1/1982,13209 days 00:00:00.000000000
1477,RCG CLEVELAND,252528,CLEVELAND,Mississippi,MS,38732,33.74,-90.72,0,5,6,5,3,5,7,8,10,8,10,9,10,6,10,7,4,5,10,9,10,10,0,5,2,5,10,10,10,10,55,0.50%,9/19/1990,10330 days 00:00:00.000000000
1478,RCG GREENWOOD,252514,GREENWOOD,Mississippi,MS,38930,33.51,-90.19,7,5,9,5,8,5,7,8,8,8,10,9,8,6,9,7,5,5,9,9,10,10,5,5,8,5,10,10,10,10,72,No Reduction,11/22/1982,13188 days 00:00:00.000000000
1479,METRO DIALYSIS CENTER - NORTH,262509,FLORISSANT,Missouri,MO,63033,38.79,-90.32,5,5,0,5,3,5,8,8,7,8,10,9,4,6,6,7,4,5,10,9,10,10,3,5,5,5,10,10,10,10,55,0.50%,11/13/1981,13562 days 00:00:00.000000000
1480,QUALITY CARE DIALYSIS CENTERS - NORTH COUNTY,262535,FLORISSANT,Missouri,MO,63033,38.79,-90.32,4,5,0,5,2,5,9,8,10,8,10,9,5,6,7,7,4,5,10,9,10,10,6,5,6,5,10,10,10,10,63,No Reduction,11/5/1992,9552 days 00:00:00.000000000
1481,FMC - CREVE COEUR,262540,CREVE COEUR,Missouri,MO,63141,38.63,-90.24,0,5,4,5,2,5,8,8,8,8,10,9,6,6,8,7,4,5,10,9,10,10,1,5,5,5,10,10,10,10,55,0.50%,11/17/1994,8810 days 00:00:00.000000000
1482,CREVE COEUR DIALYSIS CENTER,262508,CREVE COEUR,Missouri,MO,63141,38.63,-90.24,7,5,4,5,6,5,5,8,8,8,10,9,6,6,8,7,7,5,9,9,10,10,5,5,9,5,10,10,10,10,70,No Reduction,7/24/1981,13674 days 00:00:00.000000000
1483,SAINT LOUIS WEST DIALYSIS,262583,SAINT LOUIS,Missouri,MO,63141,38.63,-90.24,4,5,6,5,5,5,7,8,3,8,10,9,0,6,4,7,7,5,10,9,10,10,4,5,5,5,10,10,10,10,58,0.50%,6/26/2000,6762 days 00:00:00.000000000
1484,FLORISSANT DIALYSIS,262561,FERGUSON,Missouri,MO,63136,38.63,-90.24,5,5,4,5,5,5,10,8,5,8,10,9,4,6,6,7,6,5,10,9,10,10,3,5,5,5,10,10,10,10,63,No Reduction,4/20/1998,7560 days 00:00:00.000000000
1485,CHAMBERS DIALYSIS,262646,SAINT LOUIS,Missouri,MO,63136,38.63,-90.24,10,5,0,5,5,5,7,8,8,8,10,9,0,6,4,7,4,5,10,9,10,10,5,5,3,5,10,10,10,10,54,0.50%,1/30/2012,2527 days 00:00:00.000000000
1486,RTC-LAMPLIGHTER DIALYSIS,262606,SAINT LOUIS,Missouri,MO,63128,38.63,-90.24,10,5,6,5,8,5,9,8,9,8,10,9,2,6,5,7,10,5,10,9,10,10,1,5,6,5,10,10,10,10,73,No Reduction,12/19/2003,5491 days 00:00:00.000000000
1487,FMC - POPLAR BLUFF WEST,262675,POPLAR BLUFF,Missouri,MO,63901,36.76,-90.4,0,5,0,5,0,5,7,8,10,8,10,9,5,6,7,7,2,5,10,9,10,10,6,5,4,5,10,10,10,10,51,0.50%,10/15/2015,1173 days 00:00:00.000000000
1488,FMC - SPRINGFIELD MIDWEST,262547,SPRINGFIELD,Missouri,MO,65804,37.19,-93.28,4,5,4,5,4,5,8,8,8,8,10,9,9,6,9,7,5,5,10,9,10,10,6,5,7,5,10,10,10,10,69,No Reduction,9/11/1996,8146 days 00:00:00.000000000
1489,JEFFERSON COUNTY DIALYSIS CENTER,262569,FESTUS,Missouri,MO,63028,38.22,-90.4,7,5,4,5,6,5,4,8,8,8,10,9,2,6,5,7,4,5,10,9,10,10,5,5,2,5,10,10,10,10,52,0.50%,10/14/1998,7383 days 00:00:00.000000000
1490,CHROMALLOY AMERICAN KIDNEY CENTER,262502,SAINT LOUIS,Missouri,MO,63110,38.63,-90.24,8,5,2,5,5,5,10,8,10,8,10,9,3,6,6,7,7,5,10,9,10,10,3,5,0,5,10,10,10,10,64,No Reduction,10/31/1974,16132 days 00:00:00.000000000
1491,FMC - SAINT LOUIS GRAND,262549,SAINT LOUIS,Missouri,MO,63110,38.63,-90.24,2,5,0,5,1,5,7,8,10,8,10,9,3,6,6,7,5,5,10,9,10,10,4,5,5,5,10,10,10,10,55,0.50%,10/25/1996,8102 days 00:00:00.000000000
1492,WASHINGTON SQUARE DIALYSIS,262562,WASHINGTON,Missouri,MO,63090,38.55,-91.01,10,5,5,5,8,5,10,8,10,8,10,9,7,6,8,7,8,5,10,9,10,10,5,5,7,5,10,10,10,10,82,No Reduction,4/13/1998,7567 days 00:00:00.000000000
1493,DAVITA - WESTPORT RENAL CENTER,262631,KANSAS CITY,Missouri,MO,64111,39.09,-94.58,9,5,8,5,9,5,4,8,7,8,10,9,2,6,5,7,3,5,9,9,10,10,2,5,2,5,10,10,10,10,50,0.50%,10/16/2008,3728 days 00:00:00.000000000
1494,ISD - KANSAS CITY RENAL CENTER,262564,KANSAS CITY,Missouri,MO,64111,39.09,-94.58,6,5,5,5,6,5,8,8,10,8,10,9,3,6,6,7,2,5,8,9,10,10,4,5,5,5,10,10,10,10,58,0.50%,8/4/1988,11106 days 00:00:00.000000000
1495,OZARKS DIALYSIS SERVICES - SOUTH,263508,SPRINGFIELD,Missouri,MO,65807,37.19,-93.28,5,5,6,5,5,5,9,8,9,8,10,9,0,6,4,7,8,5,10,9,10,10,3,5,2,5,10,10,10,10,62,No Reduction,9/1/1997,7791 days 00:00:00.000000000
1496,SAINT CHARLES COUNTY DIALYSIS,262521,SAINT PETERS,Missouri,MO,63376,38.77,-90.6,7,5,3,5,5,5,7,8,6,8,10,9,6,6,8,7,7,5,10,9,10,10,4,5,1,5,10,10,10,10,62,No Reduction,5/5/1988,11197 days 00:00:00.000000000
1497,DIALYSIS CLINICS INC - BAPTIST,262537,KANSAS CITY,Missouri,MO,64131,39.09,-94.58,10,5,6,5,8,5,8,8,9,8,10,9,5,6,7,7,7,5,6,9,10,10,4,5,6,5,10,10,10,10,72,No Reduction,7/21/1993,9294 days 00:00:00.000000000
1498,INDEPENDENCE DIALYSIS CENTER,262556,INDEPENDENCE,Missouri,MO,64054,39.08,-94.35,8,5,7,5,8,5,8,8,10,8,10,9,8,6,9,7,2,5,10,9,10,10,0,5,10,5,10,10,10,10,65,No Reduction,5/14/1997,7901 days 00:00:00.000000000
1499,ELLISVILLE DIALYSIS CENTER,262621,ELLISVILLE,Missouri,MO,63011,38.59,-90.55,0,5,2,5,1,5,8,8,10,8,10,9,8,6,9,7,5,5,10,9,10,10,3,5,8,5,0,10,5,10,60,No Reduction,6/6/2007,4226 days 00:00:00.000000000
1500,ST. LOUIS REGIONAL DIALYSIS CENTER INC.,262507,SAINT ANN,Missouri,MO,63074,38.72,-90.38,6,5,0,5,3,5,9,8,8,8,10,9,7,6,8,7,4,5,9,9,10,10,4,5,10,5,10,10,10,10,65,No Reduction,4/13/1981,13776 days 00:00:00.000000000
1501,ROLLA DIALYSIS,262536,ROLLA,Missouri,MO,65401,37.94,-91.76,1,5,3,5,2,5,9,8,9,8,10,9,0,6,4,7,5,5,8,9,10,10,5,5,5,5,10,10,10,10,57,0.50%,1/13/1993,9483 days 00:00:00.000000000
1502,ST. LOUIS DIALYSIS CENTER,262503,SAINT LOUIS,Missouri,MO,63103,38.63,-90.24,9,5,2,5,6,5,9,8,8,8,10,9,5,6,7,7,4,5,10,9,10,10,10,5,8,5,10,10,10,10,74,No Reduction,6/13/1977,15176 days 00:00:00.000000000
1503,ST. JOSEPH DIALYSIS,262576,SAINT JOSEPH,Missouri,MO,64507,39.76,-94.85,10,5,0,5,5,5,10,8,7,8,10,9,0,6,1,7,8,5,10,9,10,10,7,5,9,5,10,10,10,10,69,No Reduction,9/1/1999,7061 days 00:00:00.000000000
1504,SWOPE DIALYSIS,262651,KANSAS CITY,Missouri,MO,64130,39.09,-94.58,8,5,4,5,6,5,7,8,7,8,10,9,4,6,6,7,1,5,6,9,10,10,0,5,5,5,10,10,10,10,47,1.00%,10/19/2012,2264 days 00:00:00.000000000
1505,HOPE AGAIN DIALYSIS CENTER,262534,KENNETT,Missouri,MO,63857,36.24,-90.04,8,5,2,5,5,5,9,8,9,8,10,9,1,6,5,7,8,5,10,9,10,10,3,5,0,5,10,10,10,10,62,No Reduction,4/30/1988,11202 days 00:00:00.000000000
1506,ST LOUIS DIALYSIS,262527,SAINT LOUIS,Missouri,MO,63112,38.63,-90.24,8,5,3,5,6,5,8,8,10,8,10,9,4,6,6,7,2,5,10,9,10,10,2,5,1,5,10,10,10,10,52,0.50%,8/17/1990,10363 days 00:00:00.000000000
1507,FMC -  UNIVERSITY CITY,262539,UNIVERSITY CITY,Missouri,MO,63130,38.63,-90.24,7,5,1,5,4,5,8,8,10,8,10,9,9,6,9,7,6,5,10,9,10,10,6,5,8,5,10,10,10,10,73,No Reduction,3/11/1994,9061 days 00:00:00.000000000
1508,PLATTE WOODS DIALYSIS,262596,KANSAS CITY,Missouri,MO,64151,39.09,-94.58,8,5,5,5,7,5,10,8,8,8,10,9,10,6,10,7,8,5,10,9,10,10,3,5,10,5,10,10,10,10,82,No Reduction,10/1/2002,5935 days 00:00:00.000000000
1509,NORTHLAND DIALYSIS,262504,NORTH KANSAS CITY,Missouri,MO,64116,39.09,-94.58,7,5,5,5,6,5,9,8,5,8,10,9,7,6,8,7,4,5,8,9,10,10,5,5,3,5,10,10,10,10,62,No Reduction,7/13/1979,14416 days 00:00:00.000000000
1510,HOSPITAL HILL DIALYSIS,262551,KANSAS CITY,Missouri,MO,64108,39.09,-94.58,10,5,9,5,10,5,8,8,7,8,10,9,3,6,6,7,6,5,9,9,10,10,1,5,5,5,10,10,10,10,66,No Reduction,11/29/1996,8067 days 00:00:00.000000000
1511,FOREST PARK KIDNEY CENTER,262565,SAINT LOUIS,Missouri,MO,63108,38.63,-90.24,7,5,4,5,6,5,6,8,9,8,10,9,5,6,7,7,6,5,8,9,10,10,1,5,5,5,10,10,10,10,60,No Reduction,3/9/1998,7602 days 00:00:00.000000000
1512,FARMINGTON DIALYSIS CLINIC,262612,FARMINGTON,Missouri,MO,63640,37.78,-90.42,1,5,1,5,1,5,10,8,10,8,10,9,9,6,9,7,1,5,10,9,10,10,1,5,5,5,10,10,10,10,53,0.50%,6/13/2006,4584 days 00:00:00.000000000
1513,FRESENIUS OF NORMANDY,262531,NORMANDY,Missouri,MO,63121,38.63,-90.24,3,5,1,5,2,5,8,8,10,8,10,9,6,6,8,7,1,5,10,9,10,10,2,5,4,5,10,10,10,10,50,0.50%,8/2/1991,10013 days 00:00:00.000000000
1514,SIKESTON JAYCEE REGIONAL DIALYSIS,262643,SIKESTON,Missouri,MO,63801,36.88,-89.58,9,5,0,5,5,5,10,8,10,8,10,9,4,6,6,7,7,5,10,9,10,10,2,5,0,5,10,10,10,10,62,No Reduction,3/1/2011,2862 days 00:00:00.000000000
1515,SHREWSBURY DIALYSIS,262572,SAINT LOUIS,Missouri,MO,63119,38.63,-90.24,9,5,6,5,8,5,8,8,4,8,10,9,5,6,7,7,8,5,9,9,10,10,0,5,0,5,10,10,10,10,61,No Reduction,3/29/1999,7217 days 00:00:00.000000000
1516,ISD - LEE'S SUMMIT RENAL CENTER,262617,LEES SUMMIT,Missouri,MO,64086,38.91,-94.38,6,5,8,5,7,5,9,8,7,8,10,9,0,6,4,7,5,5,7,9,10,10,4,5,6,5,10,10,10,10,62,No Reduction,11/3/2006,4441 days 00:00:00.000000000
1517,HAZELWOOD DIALYSIS,262589,HAZELWOOD,Missouri,MO,63042,38.77,-90.35,6,5,5,5,6,5,10,8,10,8,10,9,1,6,5,7,5,5,10,9,10,10,8,5,5,5,10,10,10,10,70,No Reduction,8/17/2001,6345 days 00:00:00.000000000
1518,DIALYSIS CLINICS INC - SAINT JOSEPH,262517,KANSAS CITY,Missouri,MO,64114,39.09,-94.58,7,5,7,5,7,5,5,8,8,8,10,9,8,6,9,7,4,5,8,9,10,10,4,5,8,5,10,10,10,10,65,No Reduction,6/24/1985,12243 days 00:00:00.000000000
1519,KANSAS CITY DIALYSIS & TRANSPLANT CENTER,262501,KANSAS CITY,Missouri,MO,64132,39.09,-94.58,8,5,3,5,6,5,1,8,8,8,10,9,10,6,10,7,1,5,10,9,10,10,0,5,6,5,10,10,10,10,47,1.00%,6/20/1977,15169 days 00:00:00.000000000
1520,292515 SUMMERLIN DIALYSIS (DVA),292515,LAS VEGAS,Nevada,NV,89144,36.17,-115.31,7,5,6,5,7,5,10,8,10,8,10,9,5,6,7,7,6,5,10,9,10,10,6,5,3,5,10,10,10,10,72,No Reduction,2/28/2001,6515 days 00:00:00.000000000
1521,292531 CENTENNIAL DIALYSIS CENTER (DVA),292531,LAS VEGAS,Nevada,NV,89149,36.28,-115.28,5,5,3,5,4,5,6,8,6,8,10,9,7,6,8,7,4,5,7,9,10,10,5,5,2,5,10,10,10,10,55,0.50%,7/18/2008,3818 days 00:00:00.000000000
1522,292549 NORTHEAST LAS VEGAS (FMC),292549,LAS VEGAS,Nevada,NV,89110,36.17,-115.05,5,5,4,5,5,5,10,8,10,8,10,9,8,6,9,7,3,5,10,9,10,10,5,5,8,5,10,10,10,10,70,No Reduction,4/11/2013,2090 days 00:00:00.000000000
1523,292521 SOUTHERN HILLS DIALYSIS CENTER (DVA),292521,LAS VEGAS,Nevada,NV,89148,36.06,-115.31,10,5,9,5,10,5,9,8,10,8,10,9,9,6,9,7,7,5,10,9,10,10,1,5,5,5,10,10,10,10,76,No Reduction,6/21/2004,5306 days 00:00:00.000000000
1524,292547 SPRING VALLEY DIALYSIS (DVA),292547,LAS VEGAS,Nevada,NV,89103,36.11,-115.21,5,5,5,5,5,5,6,8,3,8,10,9,7,6,8,7,1,5,9,9,10,10,0,5,5,5,10,10,10,10,46,1.00%,10/10/2012,2273 days 00:00:00.000000000
1525,292526 SOUTH MEADOWS DIALYSIS (DVA),292526,RENO,Nevada,NV,89521,39.38,-119.67,10,5,10,5,10,5,9,8,8,8,10,9,4,6,6,7,1,5,10,9,10,10,7,5,10,5,10,10,10,10,70,No Reduction,7/13/2007,4189 days 00:00:00.000000000
1526,292506 NORTHWEST LAS VEGAS DIALYSIS (FMC),292506,LAS VEGAS,Nevada,NV,89128,36.19,-115.26,0,5,2,5,1,5,9,8,9,8,10,9,8,6,9,7,5,5,10,9,10,10,3,5,2,5,10,10,10,10,58,0.50%,10/1/1996,8126 days 00:00:00.000000000
1527,292527 FIRE MESA DIALYSIS (FMC),292527,LAS VEGAS,Nevada,NV,89128,36.19,-115.26,4,5,3,5,4,5,10,8,10,8,10,9,8,6,9,7,6,5,10,9,10,10,4,5,6,5,10,10,10,10,71,No Reduction,2/14/2007,4338 days 00:00:00.000000000
1528,292538 FIVE STAR DIALYSIS CENTER (DVA),292538,LAS VEGAS,Nevada,NV,89128,36.19,-115.26,8,5,9,5,8,5,7,8,7,8,10,9,9,6,9,7,7,5,8,9,10,10,5,5,5,5,10,10,10,10,73,No Reduction,4/23/2009,3539 days 00:00:00.000000000
1529,292542 CENTENNIAL DIALYSIS (FMC),292542,LAS VEGAS,Nevada,NV,89130,36.24,-115.23,5,5,2,5,4,5,10,8,10,8,10,9,8,6,9,7,4,5,10,9,10,10,1,5,6,5,10,10,10,10,64,No Reduction,11/4/2009,3344 days 00:00:00.000000000
1530,292500 DESERT INN DIALYSIS (FMC),292500,LAS VEGAS,Nevada,NV,89169,36.12,-115.13,7,5,2,5,5,5,10,8,9,8,10,9,9,6,9,7,3,5,10,9,10,10,0,5,4,5,10,10,10,10,60,No Reduction,5/7/1983,13022 days 00:00:00.000000000
1531,292513 SOUTH PECOS (FMC),292513,LAS VEGAS,Nevada,NV,89120,36.07,-115.08,2,5,5,5,3,5,10,8,10,8,10,9,10,6,10,7,7,5,10,9,10,10,5,5,4,5,10,10,10,10,73,No Reduction,6/28/2000,6760 days 00:00:00.000000000
1532,292507 LAS VEGAS DIALYSIS (DVA),292507,LAS VEGAS,Nevada,NV,89119,36.08,-115.14,10,5,4,5,7,5,10,8,10,8,10,9,6,6,8,7,8,5,10,9,10,10,4,5,4,5,10,10,10,10,76,No Reduction,7/16/1997,7838 days 00:00:00.000000000
1533,292525 DESERT SPRINGS DIALYSIS CENTER (DVA),292525,LAS VEGAS,Nevada,NV,89119,36.08,-115.14,9,5,3,5,6,5,10,8,10,8,10,9,7,6,8,7,4,5,10,9,10,10,2,5,2,5,10,10,10,10,63,No Reduction,4/25/2007,4268 days 00:00:00.000000000
1534,292501 LAS VEGAS DIALYSIS CENTER (DVA),292501,LAS VEGAS,Nevada,NV,89107,36.17,-115.2,3,5,3,5,3,5,4,8,9,8,10,9,2,6,5,7,1,5,10,9,10,10,0,5,2,5,10,10,10,10,37,1.50%,1/1/1985,12417 days 00:00:00.000000000
1535,292505 SPARKS DIALYSIS (DVA),292505,SPARKS,Nevada,NV,89436,39.64,-119.69,8,5,10,5,9,5,10,8,6,8,10,9,5,6,7,7,7,5,7,9,10,10,1,5,9,5,10,10,10,10,74,No Reduction,7/28/1995,8557 days 00:00:00.000000000
1536,292523 RED MOON DIALYSIS,292523,LAS VEGAS,Nevada,NV,89101,36.17,-115.12,4,5,2,5,3,5,5,8,4,8,10,9,10,6,10,7,8,5,10,9,10,10,5,5,0,5,0,10,0,10,56,0.50%,11/22/2004,5152 days 00:00:00.000000000
1537,292543 LIBERTY DIALYSIS - LAS VEGAS (FMC),292543,LAS VEGAS,Nevada,NV,89113,36.06,-115.27,5,5,6,5,5,5,9,8,9,8,10,9,9,6,9,7,2,5,10,9,10,10,2,5,5,5,10,10,10,10,60,No Reduction,5/5/2010,3162 days 00:00:00.000000000
